item_id,user_no,sales_type,보증금액,월세금액,전용면적_m2,공급면적_m2,local1,local2,local3,random_location,floor,updated_at,approve_date,residence_type,approve_year,random_lat,random_long,is_underground
37905246,194432,월세,1500,20.0,29.75,29.75,경기도,시흥시,정왕동,"37.353476701664725,126.7467043158651",1,2023-08-30 15:38:06,20150508,단독주택,2015,37.353476701664725,126.7467043158651,0
37934336,10884184,월세,200,35.0,26.45,26.45,경기도,시흥시,정왕동,"37.34678249410016,126.7439913218736",2,2023-09-01 16:29:39,2014. 09. 04,단독주택,2014,37.34678249410016,126.7439913218736,0
37861095,1328580,월세,200,30.0,23.0,23.0,경기도,시흥시,정왕동,"37.347482947719826,126.74664180195624",2,2023-08-26 12:15:32,20190131,단독주택,2019,37.347482947719826,126.74664180195624,0
37836986,14717871,월세,200,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.353648118639214,126.74068985480159",2,2023-08-24 12:02:35,20050802,단독주택,2005,37.353648118639214,126.74068985480159,0
38018623,19186853,월세,500,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.35415418269865,126.74075603067621",3,2023-09-08 17:20:52,20131113,단독주택,2013,37.35415418269865,126.74075603067621,0
38020128,5980986,월세,600,30.0,31.47,31.47,경기도,시흥시,정왕동,"37.3519751010635,126.74571529204044",3,2023-09-08 18:38:05,2007.12.06,단독주택,2007,37.3519751010635,126.74571529204044,0
38018402,19186853,월세,300,35.0,26.45,26.45,경기도,시흥시,정왕동,"37.353657673524324,126.74444784230025",2,2023-09-08 17:08:35,20110621,단독주택,2011,37.353657673524324,126.74444784230025,0
37909819,950935,월세,200,35.0,29.75,29.75,경기도,시흥시,정왕동,"37.35335492871282,126.74307906608806",4,2023-08-31 09:24:18,2008.7.28일,단독주택,2008,37.35335492871282,126.74307906608806,0
38038862,3865796,월세,300,42.0,29.75,29.75,경기도,시흥시,정왕동,"37.353576437402744,126.73944202478975",3,2023-09-11 12:22:25,20130913,단독주택,2013,37.353576437402744,126.73944202478975,0
38047336,2676506,월세,200,28.0,26.45,26.45,경기도,시흥시,정왕동,"37.35340146126243,126.74744327229975",2,2023-09-11 18:42:16,2007.12.28,단독주택,2007,37.35340146126243,126.74744327229975,0
37868158,5208753,월세,300,35.0,29.75,29.75,경기도,시흥시,정왕동,"37.35333417141886,126.7444601401586",3,2023-08-27 13:45:59,2011.9.27,단독주택,2011,37.35333417141886,126.7444601401586,0
38032742,3148138,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.34869641297939,126.74490969367272",1,2023-09-10 16:01:14,2004.06.15,단독주택,2004,37.34869641297939,126.74490969367272,0
38046563,3865796,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.35355729896983,126.73985948263994",3,2023-09-11 17:59:23,20080430,단독주택,2008,37.35355729896983,126.73985948263994,0
37797245,14717871,월세,500,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.350140678398205,126.74243873945798",3,2023-08-21 11:38:53,20010310,단독주택,2001,37.350140678398205,126.74243873945798,0
37895271,2644235,월세,400,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.346752330762726,126.74189885339953",1,2023-08-29 17:25:29,2015,단독주택,2015,37.346752330762726,126.74189885339953,0
38028608,1561224,월세,200,22.0,26.45,26.45,경기도,시흥시,정왕동,"37.34485684499007,126.7423397668273",2,2023-09-11 16:54:58,20011129,단독주택,2001,37.34485684499007,126.7423397668273,0
37969170,442100,월세,1000,38.0,36.36,36.36,경기도,시흥시,정왕동,"37.35307926514779,126.73928498552766",4,2023-09-05 10:10:31,2008.04.30,단독주택,2008,37.35307926514779,126.73928498552766,0
37941017,1328580,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.35308346081556,126.73958937181499",4,2023-09-02 11:23:53,20120612,단독주택,2012,37.35308346081556,126.73958937181499,0
37912954,3953986,월세,200,28.0,26.45,26.45,경기도,시흥시,정왕동,"37.3538243429568,126.74757214421172",4,2023-08-31 11:55:16,2007.7.16,단독주택,2007,37.3538243429568,126.74757214421172,0
37999438,194432,월세,90,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.3537482062589,126.74132878175905",3,2023-09-07 12:09:02,20071231,단독주택,2007,37.3537482062589,126.74132878175905,0
37926965,3148138,월세,300,29.0,29.75,29.75,경기도,시흥시,정왕동,"37.35417666707312,126.73912987447946",3,2023-09-08 17:20:45,2007.05.17,단독주택,2007,37.35417666707312,126.73912987447946,0
38018167,19186853,월세,2000,15.0,26.45,26.45,경기도,시흥시,정왕동,"37.35335832526103,126.7472175084343",3,2023-09-08 16:57:28,20150223,단독주택,2015,37.35335832526103,126.7472175084343,0
38018160,303647,월세,200,26.0,29.75,29.75,경기도,시흥시,정왕동,"37.35416172134324,126.74695551636376",3,2023-09-08 16:57:02,20110119,단독주택,2011,37.35416172134324,126.74695551636376,0
38025377,2864681,월세,500,40.0,33.06,33.06,경기도,시흥시,정왕동,"37.35372578618045,126.74720495048905",5,2023-09-09 12:44:36,2014.07.28,제2종근생,2014,37.35372578618045,126.74720495048905,0
38018085,19186853,월세,200,28.0,76.36,76.36,경기도,시흥시,정왕동,"37.35183444909628,126.74544406662467",2,2023-09-08 17:08:47,20100623,단독주택,2010,37.35183444909628,126.74544406662467,0
38020693,16880728,월세,200,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.34747776481737,126.74662869328643",2,2023-09-08 19:28:34,20190131,단독주택,2019,37.34747776481737,126.74662869328643,0
38047162,3953986,월세,300,25.0,26.45,26.45,경기도,시흥시,정왕동,"37.35287785487873,126.74445543307895",1,2023-09-11 18:28:45,2011.09.27,단독주택,2011,37.35287785487873,126.74445543307895,0
38041651,19892938,월세,300,39.0,33.06,33.06,경기도,시흥시,정왕동,"37.349294599886456,126.74542658547905",1,2023-09-11 15:00:40,20010628,단독주택,2001,37.349294599886456,126.74542658547905,0
38004596,3865796,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.35369662012276,126.74124081334111",2,2023-09-07 16:25:49,20140819,단독주택,2014,37.35369662012276,126.74124081334111,0
38038742,19892938,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.349401859330776,126.74489386182363",2,2023-09-11 12:18:19,20031209,단독주택,2003,37.349401859330776,126.74489386182363,0
38027037,4774383,월세,300,30.0,30.08,30.08,경기도,시흥시,정왕동,"37.344611996816454,126.74647684735054",3,2023-09-09 14:37:07,20101022,단독주택,2010,37.344611996816454,126.74647684735054,0
38035897,5980986,월세,100,41.0,27.14,27.14,경기도,시흥시,정왕동,"37.35399126753839,126.73917611666954",3,2023-09-11 10:42:28,2012.01.13,도시형생활주택,2012,37.35399126753839,126.73917611666954,0
38047450,1548118,월세,100,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.349749734866975,126.74461812009918",3,2023-09-11 18:49:16,20011109,단독주택,2001,37.349749734866975,126.74461812009918,0
37890402,1328580,월세,200,29.0,26.0,26.0,경기도,시흥시,정왕동,"37.344318423268746,126.74308861184052",2,2023-08-29 13:23:22,1996.12.16,근린생활시설,1996,37.344318423268746,126.74308861184052,0
37995834,442100,월세,200,28.0,26.45,26.45,경기도,시흥시,정왕동,"37.35385414774177,126.74755015236",4,2023-09-07 09:21:36,2007.07.16,단독주택,2007,37.35385414774177,126.74755015236,0
37993698,14558955,월세,370,29.0,26.45,26.45,경기도,시흥시,정왕동,"37.35025943974446,126.7425428606717",1,2023-09-06 18:11:26,20020413,단독주택,2002,37.35025943974446,126.7425428606717,0
38009091,10884184,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.34414446389545,126.7464435728724",3,2023-09-08 09:49:52,2010. 10. 22,다가구주택,2010,37.34414446389545,126.7464435728724,0
38022899,442100,월세,300,40.0,29.75,29.75,경기도,시흥시,정왕동,"37.35235374015933,126.74311604927215",4,2023-09-09 10:32:03,2016.06.14,단독주택,2016,37.35235374015933,126.74311604927215,0
37937392,1388953,월세,500,45.0,33.06,33.06,경기도,시흥시,정왕동,"37.353686157804106,126.73978132207964",3,2023-09-01 19:05:51,20121127,공동주택,2012,37.353686157804106,126.73978132207964,0
38001527,442100,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.35387760038554,126.74636626470175",3,2023-09-07 13:55:47,2004.12.28,단독주택,2004,37.35387760038554,126.74636626470175,0
38040629,5435754,월세,100,41.0,26.45,26.45,경기도,시흥시,정왕동,"37.354071523899,126.73900519053146",3,2023-09-11 13:36:19,2012.01.13,단독주택,2012,37.354071523899,126.73900519053146,0
37973940,2644235,월세,300,33.0,29.75,29.75,경기도,시흥시,정왕동,"37.35192174229301,126.73710611522382",4,2023-09-05 13:28:02,2005  08  19,단독주택,2005,37.35192174229301,126.73710611522382,0
38037600,2644235,월세,200,22.0,23.14,23.14,경기도,시흥시,정왕동,"37.34536782061193,126.74169590127725",2,2023-09-11 11:39:08,2001.08.31,단독주택,2001,37.34536782061193,126.74169590127725,0
38020422,2644235,월세,600,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.35197773558958,126.74632537346126",3,2023-09-08 18:57:47,2007.12.06,단독주택,2007,37.35197773558958,126.74632537346126,0
38022613,1548118,월세,80,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.34879740387058,126.74398556500228",1,2023-09-09 10:11:07,2002-10-16,단독주택,2002,37.34879740387058,126.74398556500228,0
38022302,3865796,월세,600,30.0,31.4,31.4,경기도,시흥시,정왕동,"37.351903415700974,126.74637735711264",3,2023-09-09 09:47:19,20071206,단독주택,2007,37.351903415700974,126.74637735711264,0
38025642,16880728,월세,80,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.34827822832343,126.74335100169256",1,2023-09-09 13:04:15,20021016,단독주택,2002,37.34827822832343,126.74335100169256,0
37987559,950935,월세,200,20.0,19.83,19.83,경기도,시흥시,정왕동,"37.3528833408805,126.74367940151075",1,2023-09-06 13:30:06,2012.1.11일,공동주택,2012,37.3528833408805,126.74367940151075,0
38040330,16880728,월세,300,30.0,27.0,27.0,경기도,시흥시,정왕동,"37.35334164434599,126.74441925757537",4,2023-09-11 13:22:20,20110413,단독주택,2011,37.35334164434599,126.74441925757537,0
38017983,19186853,월세,500,25.0,29.75,29.75,경기도,시흥시,정왕동,"37.35346191602048,126.74701306394329",1,2023-09-08 16:49:19,20130521,단독주택,2013,37.35346191602048,126.74701306394329,0
38042272,3865796,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.34873253777278,126.7449308164933",1,2023-09-11 14:53:25,20040615,단독주택,2004,37.34873253777278,126.7449308164933,0
37832020,14698808,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.35254352153244,126.73699479877915",3,2023-08-23 18:30:17,20030821,단독주택,2003,37.35254352153244,126.73699479877915,0
38026889,457146,월세,200,22.0,26.45,26.45,경기도,시흥시,정왕동,"37.3453837450293,126.74234744055951",2,2023-09-09 14:26:14,20010831,단독주택,2001,37.3453837450293,126.74234744055951,0
38040993,442100,월세,200,28.0,29.75,29.75,경기도,시흥시,정왕동,"37.35386251318741,126.7468212281843",2,2023-09-11 13:53:15,2007.12.28,단독주택,2007,37.35386251318741,126.7468212281843,0
38025892,14698808,월세,200,23.0,26.45,26.45,경기도,시흥시,정왕동,"37.34821556295123,126.74270784959707",1,2023-09-11 12:48:12,20011123,단독주택,2001,37.34821556295123,126.74270784959707,0
38018918,5980986,월세,500,35.0,27.5,27.5,경기도,시흥시,정왕동,"37.35267525325438,126.74023048084342",5,2023-09-08 17:35:39,2011.11.25,단독주택,2011,37.35267525325438,126.74023048084342,0
38044277,449268,월세,200,22.0,23.14,23.14,경기도,시흥시,정왕동,"37.34486508424903,126.74232230007301",2,2023-09-11 16:12:44,2001.8.31,다가구주택,2001,37.34486508424903,126.74232230007301,0
37954665,442100,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.353630308245876,126.74445930148627",2,2023-09-04 10:41:02,2011.06.21,단독주택,2011,37.353630308245876,126.74445930148627,0
37947756,5980986,월세,80,30.0,27.27,27.27,경기도,시흥시,정왕동,"37.3532548413183,126.74133359858833",3,2023-09-04 12:31:20,2007.12.31,단독주택,2007,37.3532548413183,126.74133359858833,0
38043711,16880728,월세,300,30.0,27.0,27.0,경기도,시흥시,정왕동,"37.348709003708095,126.7455274379822",1,2023-09-11 15:50:45,20040615,단독주택,2004,37.348709003708095,126.7455274379822,0
38045911,457146,월세,100,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.3446453453114,126.74239562878567",옥탑방,2023-09-11 17:29:01,20000426,단독주택,2000,37.3446453453114,126.74239562878567,0
38026328,19186853,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.35292450404578,126.74426666634429",3,2023-09-09 13:41:39,2011.11.18,단독주택,2011,37.35292450404578,126.74426666634429,0
37983866,2456045,월세,200,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.34948460568573,126.74502317902156",3,2023-09-06 10:44:39,20160923,단독주택,2016,37.34948460568573,126.74502317902156,0
38020773,5235991,월세,300,40.0,26.45,26.45,경기도,시흥시,정왕동,"37.35284471473202,126.74376022362004",4,2023-09-08 19:40:13,2016/6/14,공동주택,2016,37.35284471473202,126.74376022362004,0
37975980,1328580,월세,80,35.0,26.45,26.45,경기도,시흥시,정왕동,"37.3447706149573,126.7422381283759",2,2023-09-05 15:04:03,2000.12.18,단독주택,2000,37.3447706149573,126.7422381283759,0
38040406,1328580,월세,200,35.0,26.44,26.44,경기도,시흥시,정왕동,"37.34352262549601,126.74602747220088",4,2023-09-11 13:25:59,20180905,단독주택,2018,37.34352262549601,126.74602747220088,0
38023921,10884184,월세,200,22.0,23.14,23.14,경기도,시흥시,정왕동,"37.345318863314,126.74116285205413",1,2023-09-09 11:16:03,2001. 08. 17,단독주택,2001,37.345318863314,126.74116285205413,0
37788807,5435754,전세,4000,,29.75,29.75,경기도,시흥시,정왕동,"37.3533577758767,126.7465746774402",2,2023-08-30 15:56:03,2015.02.23,단독주택,2015,37.3533577758767,126.7465746774402,0
38045232,457146,월세,200,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.350297825692785,126.74267505844844",2,2023-09-11 16:55:56,20011224,단독주택,2001,37.350297825692785,126.74267505844844,0
38025873,14240450,월세,60,24.0,23.14,23.14,경기도,시흥시,정왕동,"37.353408768584465,126.74706586305871",1,2023-09-09 13:17:35,20131120,단독주택,2013,37.353408768584465,126.74706586305871,0
38020885,9004560,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.34412989009786,126.74711173086541",3,2023-09-11 19:49:56,2010.10.22,단독주택,2010,37.34412989009786,126.74711173086541,0
38043599,16880728,월세,200,26.0,27.0,27.0,경기도,시흥시,정왕동,"37.34971390695279,126.7423740770122",1,2023-09-11 15:46:53,20080604,단독주택,2008,37.34971390695279,126.7423740770122,0
37994099,14558955,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.34970467902303,126.74292436868575",1,2023-09-06 18:37:02,20020729,단독주택,2002,37.34970467902303,126.74292436868575,0
38016348,14558955,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.35376052870805,126.73934184910593",3,2023-09-08 15:41:26,20051129,단독주택,2005,37.35376052870805,126.73934184910593,0
38031208,3865796,월세,300,40.0,29.75,29.75,경기도,시흥시,정왕동,"37.35284158139929,126.74372795941075",4,2023-09-10 10:03:20,20160614,단독주택,2016,37.35284158139929,126.74372795941075,0
37862550,5435754,월세,300,23.0,23.14,23.14,경기도,시흥시,정왕동,"37.3529715521035,126.74470350317709",2,2023-08-26 13:48:10,2011.09.23,단독주택,2011,37.3529715521035,126.74470350317709,0
38031896,10884184,월세,200,22.0,23.14,23.14,경기도,시흥시,정왕동,"37.34487947816699,126.74168696949658",2,2023-09-10 12:45:47,2001. 08. 31,단독주택,2001,37.34487947816699,126.74168696949658,0
38047482,2676506,월세,200,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.351837114209246,126.7378253800151",4,2023-09-11 18:51:07,2005.9.7,단독주택,2005,37.351837114209246,126.7378253800151,0
38029459,442100,월세,300,35.0,29.75,29.75,경기도,시흥시,정왕동,"37.3516980648306,126.74572080621293",3,2023-09-09 17:31:49,2005.06.08,단독주택,2005,37.3516980648306,126.74572080621293,0
37978091,3953986,월세,300,36.0,29.75,29.75,경기도,시흥시,정왕동,"37.352921021356174,126.74343023387199",5,2023-09-05 16:38:31,20110413,단독주택,2011,37.352921021356174,126.74343023387199,0
38014042,2864681,월세,500,35.0,29.75,29.75,경기도,시흥시,정왕동,"37.35319279099507,126.74085774566296",5,2023-09-08 13:36:54,2011.11.25,단독주택,2011,37.35319279099507,126.74085774566296,0
37977923,5980986,월세,200,28.0,26.51,26.51,경기도,시흥시,정왕동,"37.35181616227708,126.7448288632766",2,2023-09-05 16:30:04,2010.06.23,단독주택,2010,37.35181616227708,126.7448288632766,0
38032359,10884184,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.34948275112709,126.745631611421",4,2023-09-10 14:37:55,2016. 09. 23,단독주택,2016,37.34948275112709,126.745631611421,0
37778291,1328580,월세,90,40.0,23.14,23.14,경기도,시흥시,정왕동,"37.34516563948203,126.74137492239672",2,2023-08-18 17:56:33,2016.06.15,단독주택,2016,37.34516563948203,126.74137492239672,0
38009200,16880728,월세,200,22.0,23.14,23.14,경기도,시흥시,정왕동,"37.34931411084531,126.74418690686512",2,2023-09-08 09:56:11,20020501,단독주택,2002,37.34931411084531,126.74418690686512,0
38047425,1548118,월세,200,27.0,23.14,23.14,경기도,시흥시,정왕동,"37.34475861726588,126.74225617977262",2,2023-09-11 18:47:52,2001-08-11,단독주택,2001,37.34475861726588,126.74225617977262,0
37791913,404378,월세,300,35.0,29.75,29.75,경기도,시흥시,정왕동,"37.35339525210796,126.74422427763646",3,2023-08-28 09:50:24,2011.11.18,단독주택,2011,37.35339525210796,126.74422427763646,0
38009208,2644235,월세,200,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.347978616686994,126.75173054889433",2,2023-09-08 09:56:27,2001.11.03,단독주택,2001,37.347978616686994,126.75173054889433,0
37911774,2864681,월세,200,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.35199693643732,126.74631447713138",4,2023-08-31 11:11:02,2015.01.29,단독주택,2015,37.35199693643732,126.74631447713138,0
38017603,959581,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.34921766663877,126.74491368810388",1,2023-09-08 16:33:01,2004.06.15,단독주택,2004,37.34921766663877,126.74491368810388,0
38016594,14558955,월세,80,39.0,33.06,33.06,경기도,시흥시,정왕동,"37.352425390425005,126.73809604939743",4,2023-09-08 15:44:01,20040629,단독주택,2004,37.352425390425005,126.73809604939743,0
38011846,14717871,월세,2000,15.0,26.45,26.45,경기도,시흥시,정왕동,"37.353128512379925,126.74698233751351",3,2023-09-08 11:41:18,20050603,단독주택,2005,37.353128512379925,126.74698233751351,0
37831898,5980986,월세,500,30.0,28.33,28.33,경기도,시흥시,정왕동,"37.35062925346551,126.74182567730693",3,2023-08-23 18:20:17,2001.03.10,단독주택,2001,37.35062925346551,126.74182567730693,0
37906487,1328580,월세,80,35.0,26.45,26.45,경기도,시흥시,정왕동,"37.34516883155466,126.74070839921671",2,2023-08-30 16:44:34,2016년 06월 15일,단독주택,2016,37.34516883155466,126.74070839921671,0
38029728,457146,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.35282935081554,126.74666027755951",1,2023-09-09 17:52:03,20051222,단독주택,2005,37.35282935081554,126.74666027755951,0
37968093,19186853,월세,200,24.0,23.14,23.14,경기도,시흥시,정왕동,"37.34408735632433,126.74416207400974",1,2023-09-05 00:40:55,2000.11.30,단독주택,2000,37.34408735632433,126.74416207400974,0
38036115,5980986,월세,200,26.0,24.83,24.83,경기도,시흥시,정왕동,"37.35402417985141,126.74136468015682",5,2023-09-11 10:49:11,2012.05.22,공동주택,2012,37.35402417985141,126.74136468015682,0
38019354,3953986,월세,600,30.0,33.06,33.06,경기도,시흥시,정왕동,"37.35242255613249,126.74633811863718",3,2023-09-08 18:02:22,2007.12.06,단독주택,2007,37.35242255613249,126.74633811863718,0
38043775,16880728,월세,200,30.0,27.0,27.0,경기도,시흥시,정왕동,"37.348319039383284,126.74400470056338",3,2023-09-11 15:53:23,20180206,단독주택,2018,37.348319039383284,126.74400470056338,0
38037704,10884184,월세,100,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.34465005445475,126.74178010360164",4,2023-09-11 11:42:48,2000. 04. 26,단독주택,2000,37.34465005445475,126.74178010360164,0
38029163,19186853,월세,200,28.0,23.14,23.14,경기도,시흥시,정왕동,"37.35131711174509,126.7454201824949",1,2023-09-09 17:03:29,2010.06.23,단독주택,2010,37.35131711174509,126.7454201824949,0
37996727,1388953,월세,300,33.0,29.75,29.75,경기도,시흥시,정왕동,"37.35243230647876,126.73712001726015",3,2023-09-07 10:28:08,20050819,단독주택,2005,37.35243230647876,126.73712001726015,0
37999888,2864681,월세,300,30.0,26.44,26.44,경기도,시흥시,정왕동,"37.35367073655754,126.74672822542635",4,2023-09-07 12:32:11,2014.09.02,단독주택,2014,37.35367073655754,126.74672822542635,0
37883269,2676506,월세,200,28.0,23.14,23.14,경기도,시흥시,정왕동,"37.35134524819439,126.74543361973062",3,2023-08-28 18:26:18,2010.6.23,제2종근린생활시설,2010,37.35134524819439,126.74543361973062,0
37986748,3865796,월세,200,28.0,26.45,26.45,경기도,시흥시,정왕동,"37.35384624945323,126.74696063178041",4,2023-09-06 12:47:01,20070716,단독주택,2007,37.35384624945323,126.74696063178041,0
38047438,1548118,월세,100,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.34512321579374,126.74087900951125",1,2023-09-11 18:48:34,20010424,단독주택,2001,37.34512321579374,126.74087900951125,0
38017470,19186853,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.35291104597173,126.7448561182834",3,2023-09-08 16:26:10,2011.11.18,단독주택,2011,37.35291104597173,126.7448561182834,0
37993830,14558955,월세,300,28.0,29.75,29.75,경기도,시흥시,정왕동,"37.34837778350631,126.74358459975161",1,2023-09-06 18:20:54,20011211,단독주택,2001,37.34837778350631,126.74358459975161,0
38039155,16880728,월세,50,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.34819576720226,126.74477637264167",3,2023-09-11 12:33:47,20020601,단독주택,2002,37.34819576720226,126.74477637264167,0
37961777,3953986,월세,200,35.0,26.45,26.45,경기도,시흥시,정왕동,"37.35199506802126,126.74697795438856",4,2023-09-04 15:00:41,2015.01.29,단독주택,2015,37.35199506802126,126.74697795438856,0
37984663,1328580,월세,300,31.0,29.75,29.75,경기도,시흥시,정왕동,"37.35338000398535,126.74369626941257",2,2023-09-06 11:15:30,20080728,단독주택,2008,37.35338000398535,126.74369626941257,0
37804312,5235991,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.35289069070516,126.74488166606227",3,2023-08-21 16:31:00,2010/10/22,2종근생,2010,37.35289069070516,126.74488166606227,0
37944275,1548118,월세,300,30.0,24.79,24.79,경기도,시흥시,정왕동,"37.34616624166773,126.74451855296297",1,2023-09-02 14:29:56,2016-11-30,단독주택,2016,37.34616624166773,126.74451855296297,0
38012410,1548118,월세,300,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.3499077720433,126.74425892803569",2,2023-09-08 12:05:20,20031209,단독주택,2003,37.3499077720433,126.74425892803569,0
38029571,1548118,월세,200,35.0,29.75,29.75,경기도,시흥시,정왕동,"37.35189582220042,126.74506272163303",2,2023-09-09 17:38:05,2014-06-02,단독주택,2014,37.35189582220042,126.74506272163303,0
38028632,1548118,월세,200,22.0,23.14,23.14,경기도,시흥시,정왕동,"37.3448582772955,126.74172279409359",2,2023-09-09 16:25:20,20010831,단독주택,2001,37.3448582772955,126.74172279409359,0
37915666,1328580,월세,90,40.0,23.14,23.14,경기도,시흥시,정왕동,"37.34497658761901,126.74291096393158",2,2023-08-31 14:25:54,2018.05.28,단독주택,2018,37.34497658761901,126.74291096393158,0
37975997,1328580,월세,80,35.0,29.75,29.75,경기도,시흥시,정왕동,"37.345249715475305,126.74223617404294",2,2023-09-05 15:04:51,20001218,다가구주택,2000,37.345249715475305,126.74223617404294,0
37928911,5980986,월세,300,30.0,26.48,26.48,경기도,시흥시,정왕동,"37.354281355215704,126.74682521820552",2,2023-09-01 12:43:18,2014.08.04,단독주택,2014,37.354281355215704,126.74682521820552,0
38043694,16880728,월세,200,24.0,26.45,26.45,경기도,시흥시,정왕동,"37.3445932965123,126.74414083856603",1,2023-09-11 15:49:56,20001130,단독주택,2000,37.3445932965123,126.74414083856603,0
38012881,5435754,월세,200,22.0,26.45,26.45,경기도,시흥시,정왕동,"37.34980649772863,126.74352247229838",2,2023-09-09 09:18:32,2002.05.01,단독주택,2002,37.34980649772863,126.74352247229838,0
37811726,959581,월세,300,35.0,29.75,29.75,경기도,시흥시,정왕동,"37.35316044466863,126.74381734813365",5,2023-08-28 11:44:23,2011.06.21,1종근린생활시설 ,2011,37.35316044466863,126.74381734813365,0
37636518,3148138,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.35340596940443,126.744880833101",3,2023-09-07 09:48:59,2011.11.18,단독주택,2011,37.35340596940443,126.744880833101,0
37891682,442100,월세,700,30.0,23.14,23.14,경기도,시흥시,정왕동,"37.354033428183584,126.74654426815863",2,2023-09-11 18:05:00,2015.04.24,단독주택,2015,37.354033428183584,126.74654426815863,0
38016990,19186853,월세,2000,15.0,26.45,26.45,경기도,시흥시,정왕동,"37.35372751417754,126.7467354343327",4,2023-09-11 15:53:48,20140902,단독주택,2014,37.35372751417754,126.7467354343327,0
37566703,959581,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.35347988454711,126.73968551385894",3,2023-08-29 14:36:23,20110830,제2종근긴생활시설,2011,37.35347988454711,126.73968551385894,0
37984844,10884184,월세,300,25.0,23.14,23.14,경기도,시흥시,정왕동,"37.34475801640865,126.74228307049557",1,2023-09-11 11:53:57,2001. 08. 11,단독주택,2001,37.34475801640865,126.74228307049557,0
37670281,959581,전세,4000,,26.45,26.45,경기도,시흥시,정왕동,"37.34685717682504,126.74603678648585",3,2023-09-06 14:25:29,2014.05.16,고시원,2014,37.34685717682504,126.74603678648585,0
37981213,3865796,월세,300,30.0,29.75,29.75,경기도,시흥시,정왕동,"37.35327644517866,126.74052634052029",3,2023-09-07 16:25:31,20070704,단독주택,2007,37.35327644517866,126.74052634052029,0
37909107,303647,월세,700,28.0,26.45,26.45,경기도,시흥시,정왕동,"37.35350175859517,126.74721118209642",2,2023-08-31 19:41:57,20150424,단독주택,2015,37.35350175859517,126.74721118209642,0
38032015,1561224,월세,1000,50.0,49.59,49.59,경기도,시흥시,정왕동,"37.34936055984706,126.7450173648647",1,2023-09-10 13:19:35,20010912,단독주택,2001,37.34936055984706,126.7450173648647,0
38043359,5435754,월세,100,41.0,26.45,26.45,경기도,시흥시,정왕동,"37.34976440416048,126.74278740484014",1,2023-09-11 15:37:20,2002.09.13,단독주택,2002,37.34976440416048,126.74278740484014,0
37757825,303647,월세,300,28.0,29.75,29.75,경기도,시흥시,정왕동,"37.35374342676016,126.7472096346225",4,2023-08-17 11:53:06,2014.07.14,단독주택,2014,37.35374342676016,126.7472096346225,0
37949918,3865796,월세,500,30.0,26.45,26.45,경기도,시흥시,정왕동,"37.353278615654574,126.7436521692318",5,2023-09-07 17:55:36,20140905,단독주택,2014,37.353278615654574,126.7436521692318,0
37626259,950935,월세,300,29.0,29.75,29.75,경기도,시흥시,정왕동,"37.35366847607559,126.73975236382644",3,2023-08-30 16:31:29,2007.5.17일,공동주택,2007,37.35366847607559,126.73975236382644,0
